#Gene	log2(fold-change)array	q-value_array	log2(fold-change)RNA_seq	q-value_RNA_seq
NDUFA4L2	0.0879576851585169	0.355340171132768	inf	0.355513
CDC37L1	0.191910294068547	0.214358234090797	-0.0764981	0.968131
SLC19A3	0.120579050262726	0.245206784017019	1.50846	0.675666
THTPA	-0.0820539785380395	0.326414323836761	-0.491544	0.841472
BNIP3	-0.207495231521101	0.288626295634958	1.60887	0.26212
HIST3H2A	0.162674150373686	0.216337439406869	1.18654	0.592306
IQUB	0.0221717341528241	0.332664449158499	-0.398426	0.904855
STEAP4	0.247290438306411	0.165122565916709	-inf	0.50093
HTR3B	0.195739789975277	0.334424429447598	0.923502	0.869411
C11orf71	-0.418219841121037	0.0129265402728088	-0.813463	0.895174
CCDC120	0.0670802279094413	0.336299492112902	0.508464	0.864397
RALGAPA2	-1.20585520443415	0.0112546717426898	-0.994036	0.557701
TTC25	0.19414010814272	0.225000909993249	-0.0764981	0.957944
NME6	-0.108825429754174	0.16023992083474	0.116148	0.944928
CBLB	-1.39545892043982	0.00257849010372883	-0.924495	0.591254
RORB	0.21206724010097	0.207132710584564	-0.661461	0.876512
MIIP	0.0591541815950268	0.347224300262614	1.50846	0.418608
AP2M1	1.03348088631657	0.00444175754757327	2.2091	0.422355
STAC2	-0.0584012769269991	0.348830564900544	-1.88385	0.526526
RPUSD1	0.123270135737199	0.276887337149893	-0.0764981	0.966095
SNAPC4	0.0217371166106964	0.400117172027662	0.0527849	0.968143
SLC9A7	0.333988452359389	0.0467566633713032	0.075505	0.957944
FAF1	0.135520798924683	0.210065858457833	-inf	0.184026
CDK6	-0.0110139481051439	0.391767179255805	-0.841478	0.526526
KIAA1407	0.186281364670672	0.0836200066301596	0.305376	0.904134
NPRL3	-0.101626271784099	0.281203485728482	-0.0764981	0.966138
P2RY1	0.117909732277828	0.302483928583771	0.862101	0.678021
VAPB	-0.287127528010346	0.157126948108201	-0.325858	0.846452
TEAD2	0.176168043543552	0.261157405038528	inf	0.107091
CSK	0.0694616341248613	0.0854806348802485	1.88698	0.282
RAB27B	-0.5984753908416	0.0426939764501307	-0.687224	0.614887
SNAP25	0.319787933892902	0.00894829121085518	0.982396	0.686093
CTSS	0.350876146225185	0.121661604424986	1.77666	0.254578
TUFT1	-0.463570691790054	0.018038999136102	-1.51707	0.453271
MYOF	-0.101715144028672	0.2799774134912	0.519415	0.706014
TMTC3	0.961563629834039	0.0613759827859694	0.923502	0.559852
TLL2	0.184550276428277	0.240542553346394	-1.66146	0.6764
LUC7L	0.02029241488658	0.353594446223461	-0.0199146	0.98068
LCK	0.172795504860715	0.257439272452652	-inf	0.0411075
QPCTL	0.0225632593564241	0.340457087932946	1.31052	0.732694
ANO1	0.105447320992178	0.316344512221575	inf	0.0717513
SGOL1	1.12981781360794	0.0210763502061943	0.116146	0.952631
PRPF6	-0.141143915835613	0.125469531541786	-0.2252	0.890936
AKTIP	0.47634689725326	0.190691618266661	-0.257062	0.939512
SOX12	0.157116163744056	0.296748114824899	0.260533	0.917745
FURIN	-0.495231785154713	0.0324046664903109	-1.0765	0.526526
UQCRFS1	-0.259146117544561	0.21768795598809	-0.994036	0.559188
RAMP1	0.280374997551892	0.207458552692801	1.50846	0.70602
GAS2L3	0.744501041459144	0.0678224415332863	2.09343	0.418608
CNRIP1	0.542493636755518	0.0104549301248777	2.56736	0.404729
PDE8A	1.24407348378535	0.0072056091318753	1.42874	0.355513
BLM	1.24406210477392	0.0146526645677162	1.40893	0.418608
GMIP	0.295629986011908	0.107453743475378	1.73086	0.418608
NALCN	0.250784180209167	0.0120392073624832	0.223062	0.927779
CHST4	0.533185492710624	0.199908597055057	inf	0.526526
SF3A2	0.0887512389496488	0.256523625005926	-0.45501	0.943122
FN3KRP	-0.0749197114786431	0.23216216944521	-0.439068	0.849262
SMAD7	0.108265079337522	0.175902043362625	-0.713928	0.707348
UNC13D	0.185372351040889	0.266620699436053	-inf	0.00505161
PRUNE	-0.30212675629244	0.00585373456639419	1.28607	0.418608
RHBDD2	-0.0102231336616541	0.372868651881611	-0.190155	0.921609
PPP1R3B	-0.0936903444467643	0.328690139196361	-0.412101	0.835501
SDC4	-0.175926716255657	0.0687720840131004	-1.80978	0.119093
RRN3P1	0.16013822294226	0.419226800983749	1.9235	0.527034
FHL2	-0.431542799169548	0.000936430511875621	-0.946438	0.526526
PSMB2	-0.357768686284198	0.0503391187996915	-0.992229	0.418608
GOLGA8A	0.0075097884341977	0.394447585745874	-inf	0.245262
WARS	0.264541186680191	0.122690143131422	0.292733	0.856957
CADPS	0.575478573463368	0.0265125434506189	1.4891	0.333538
LPCAT2	0.0731405886609938	0.229570554269676	1.14589	0.526526
PHOX2A	0.153482325555604	0.251494358221174	1.24543	0.876643
ZFPM1	0.126456019199151	0.306346474323215	-1.39843	0.602199
S100A14	0.331056164622952	0.148702608344378	-inf	0.249804
ASPA	0.133302572968748	0.246063951668484	-0.0764934	0.943616
FGFR2	0.0386465765843517	0.367027614070541	-inf	0.00505161
MAGIX	0.256047667188468	0.252092595634909	inf	0.0190976
XRCC3	0.126338798442341	0.289373778730309	-0.175982	0.942036
ITPKA	0.327867709152935	0.121653876561945	1.12514	0.527059
RTN4RL2	-0.0679005056693917	0.330958913457223	0.660467	0.896329
BTBD2	-1.10148803230873	0.00417358607873813	-1.58429	0.32747
CSF3	1.4381553925526	0.0136687113474804	1.06646	0.430686
LMO2	0.185216177924875	0.262792104621665	2.09343	0.264921
GPATCH4	0.284710151386794	0.0218639762157361	-0.858907	0.526747
PDPR	-1.27673519546905	0.00466664247779849	-1.81346	0.195716
PPP2CB	-0.160864632232422	0.231341995246048	-0.312565	0.862976
PTK7	0.183731845777253	0.240781311852311	-0.228501	0.907498
DDX60	0.0510724694349256	0.322488423835973	-0.398426	0.913323
B4GALT6	0.211227469036531	0.233627613088982	1.9235	0.435436
DOLPP1	0.553211375945968	0.00178595071349437	1.01096	0.566368
AP1M1	-0.844636280267889	0.00708330043128672	-1.48769	0.33409
CYC1	-0.302596585159358	0.0282241210863853	-0.00778539	0.990714
RPL22	0.117471236176609	0.256127403238787	0.183204	0.908271
MORN3	0.0819165754838527	0.295685382418393	0.24543	0.922714
NYNRIN	0.0213232971240713	0.395348298944311	-1.0765	0.798071
EPRS	0.0516408296313239	0.377953606219847	-0.65536	0.641892
B4GALT2	0.218913721055233	0.0235558882880463	-0.154501	0.938024
KIAA1147	0.0331943823428801	0.413078034611297	-0.28905	0.897252
HR	0.236844246947765	0.252607907249995	-inf	0.00505161
RAB6B	0.166193834657168	0.191795990663376	-0.661422	0.890743
CCDC134	0.505746037976137	0.0172515708173587	0.508464	0.908271
PDPK1	0.0775044891252319	0.151014809421398	0.779112	0.67122
RAB33A	0.0995136710384138	0.334863826852983	inf	0.181867
DENND4B	0.135944130613928	0.176444606581912	-1.26092	0.418608
KYNU	-2.22615490011824	0.00504957146783383	-1.75722	0.209127
GPN3	-0.34992093393892	0.101769531655782	0.186528	0.929489
PDILT	0.0144808912450519	0.404309357917247	inf	0.418608
STK32A	0.263187676916542	0.229598918477562	-inf	0.0493784
PEX7	0.00320707547101142	0.40345648956971	0.145894	0.957944
TTC39C	-0.0152054667678116	0.386217222470047	0.0610054	0.966881
SPATA6	0.44152716766969	0.0781133155033429	2.17143	0.215564
ZNF234	0.135163052011075	0.218323784723147	3.50846	0.418608
THOC1	-0.469759201727544	0.150293967028008	-0.509489	0.879678
C14orf159	-0.261420229347868	0.11788910568124	-0.509452	0.701423
TBXAS1	0.20151382763141	0.147941295997071	1.67839	0.500752
INTS10	-0.542606486740051	0.0756740496898561	-0.29331	0.876643
ALDH1B1	-1.35535149258383	0.00110558805226376	-0.179592	0.94052
ARMC4	0.156439741093936	0.250359746557991	inf	0.181349
USP25	-0.504301633890653	0.106353754504677	-0.607013	0.722258
ZNF124	0.224248248021874	0.0250336163956411	-inf	0.093578
NICN1	-0.084045252277218	0.276847036687126	-0.924495	0.589652
PCYOX1	0.432961419276839	0.0951514724929291	1.17876	0.418608
SLC44A1	-0.695675084648397	0.0412919744503654	-0.894891	0.507458
SPRED1	0.261196757748899	0.192730217384217	0.327892	0.866466
RAD51C	-0.0634426420866353	0.339708560448059	0.69402	0.63412
FAM168B	-0.0700692923052286	0.262779697118129	0.0370644	0.971264
ZC3HAV1L	-0.356304435257482	0.175571815841658	-inf	0.355513
SULT2A1	0.228985745985566	0.232826414795592	inf	0.418608
C1orf159	0.321427977677432	0.13164507667755	-0.298891	0.879321
SPEN	0.0642327162629484	0.260522702897651	0.207295	0.905229
REV1	0.0256196124840417	0.383915416076262	-0.388303	0.886658
PRPS1	-0.168483458838605	0.17399909340655	0.278597	0.883579
GNA15	0.185844467208856	0.27684494341999	inf	0.394358
TMC1	0.146921967387288	0.170053825205429	inf	0.117989
CHST14	0.211289732007924	0.0665579167706652	1.12514	0.537533
GAMT	0.362120878201179	0.0283507622696044	1.18654	0.565056
DRAM1	0.0128713226246283	0.391016020565115	-1.02919	0.526526
TSPAN33	-0.0337818914446688	0.310420825515901	-2.39843	0.526526
CXorf40A	0.0406276236781068	0.280311949454764	-0.491606	0.850078
ZNF217	-0.345638928231809	0.149156089250101	-0.132714	0.939512
NOX4	0.0425546562039022	0.374162001652141	inf	0.00505161
FRAT2	0.280585401615321	0.141782069740351	-0.813464	0.720205
LHX8	0.022488368991975	0.375473374120487	inf	0.352004
MCHR1	0.181907702876098	0.26121519384052	0.923502	0.840748
HIRIP3	0.646369919257099	0.002982562258735	2.44707	0.562207
SALL2	0.186866353042115	0.300091188310958	inf	0.228508
ZNF101	0.351111051733307	0.0437648338443512	0.392987	0.857216
MPHOSPH8	-0.235839889944396	0.013273020648959	1.40155	0.418608
CYP2E1	0.182058081243457	0.175790560789785	inf	0.0525412
GALM	-0.741747714024149	0.0143195944450206	0.0389791	0.969822
ACO1	-0.298582094342754	0.107984298730677	0.0934269	0.950245
MTIF3	0.111564943143576	0.298295704575031	2.9235	0.333139
ATF5	-0.125694889284504	0.199962725249527	-0.0764981	0.975173
CTH	-2.01676012935017	0.00110380356434974	-2.53593	0.418608
IQCG	0.487339446801634	0.13663487033654	0.139181	0.953645
TULP4	-0.297585391180047	0.0538148885051221	0.522139	0.790405
MEGF9	0.772411677796507	0.00663261917852417	0.816587	0.704322
ITPRIPL1	0.091251943978892	0.354665863626268	2.09343	0.526526
TECPR2	-0.00427315944393361	0.392556527241143	-0.631087	0.795761
PLEKHA1	-1.18040135641887	0.00721946883096816	-1.83139	0.306447
PAPPA2	0.330547710300143	0.0540196779071086	-1.29889	0.661091
SLC4A2	0.164344317904797	0.249920887819308	0.527198	0.828554
CYB5D2	0.0713313201628075	0.296488749847024	-0.554545	0.823403
STK33	0.0152803474703257	0.403189127551403	-0.352133	0.815578
NR6A1	0.0185542576447104	0.36167297349348	-0.776938	0.748138
C1orf210	0.251860289409157	0.0926451620855188	-0.491536	0.889708
PKNOX1	0.421420429556842	0.0220420375054904	0.302013	0.879429
PFKFB3	0.328968827020643	0.0143013737126207	1.27309	0.418608
TMEM55B	0.116221630273472	0.236812141638925	-0.269204	0.950245
OSTM1	0.0828495656471617	0.353419255858874	0.836965	0.526526
CLCN7	-0.609237634559096	0.00785675108742785	-0.776941	0.604613
OTP	0.361852873557099	0.0971432306587924	-inf	0.418608
ABCB5	0.192438172047874	0.148969279991804	-inf	0.207483
MAP3K10	-0.0205644694548092	0.378739712321417	-1.16396	0.50801
HEATR4	0.148242185611031	0.26854411964757	-1.66146	0.862976
LCTL	0.222867038222415	0.0286165714180443	2.426	0.620284
DDA1	0.0288822013893276	0.322776336786392	0.230683	0.918306
MAN2A1	0.1248448234223	0.290110130272786	0.283545	0.875746
SPECC1	-0.415441503330565	0.00751768234497142	-0.483123	0.78011
CBX8	0.234099209567848	0.2137188595779	inf	0.0411075
STRAP	0.083164359997054	0.20349709812856	-0.0424171	0.968131
C20orf196	-0.328589431865737	0.112879348769744	-inf	0.363624
RND3	-1.93330354138094	0.0022163505728394	-1.26092	0.393244
COQ3	-0.318729422497669	0.163648845604574	0.302013	0.904039
RFESD	-0.856206504265753	0.0925205746178902	0.245427	0.926939
RRBP1	-0.0816664524208255	0.125616502033845	-0.180121	0.925431
MAT2B	-1.0041425932955	0.00690539493046815	-2.16396	0.231446
CSNK1D	-0.302426820157195	0.025523382947712	-0.192908	0.927823
ERLEC1	0.0656820686781717	0.363227211827361	0.013139	0.990869
PTPRT	0.14839047316775	0.298289297437439	inf	0.119855
RALGDS	-0.911767710346157	0.0172377941230696	-3.44573	0.0829652
ASPHD1	0.398256006548165	0.0279807289540941	0.50846	0.917745
PER2	0.0694737163518676	0.252880152660384	0.24543	0.925709
ARFGAP2	-0.432006832777216	0.00242355970971853	-0.82496	0.570344
PRMT6	0.323709183804829	0.212670860808014	0.897507	0.547943
ZKSCAN4	-0.0193728959569911	0.39781940100199	-1.66146	0.710258
RBM12B	-0.000813908048905182	0.419993298921436	0.415355	0.861073
FAM118A	-0.220930690191768	0.135385770187325	-0.298891	0.889611
TAF4	0.145873840211378	0.1115087123956	1.63971	0.418608
NDUFB6	-0.229717621374812	0.252810535451945	0.145886	0.964399
ADRB2	0.180680190768627	0.250083852508	-1.0765	0.795761
PMFBP1	0.177865652624578	0.239665499220271	1.14588	0.710258
TRIM9	0.102267212731886	0.128901339227752	0.785997	0.702006
GABPB1	0.694446360475092	0.048237683102043	0.47284	0.828554
PRSS3	0.456745229386442	0.127899661285571	2.11616	0.468205
KY	-0.0743603426647239	0.2199627430842	-3.24645	0.418608
CSMD1	0.24734899020425	0.206817372060624	-0.0764981	0.962074
TBP	-0.255310352254056	0.0874485951125469	-0.307824	0.873407
RETNLB	0.253926573433727	0.198099390434955	inf	0.418608
HPGD	0.0143844441509074	0.379583052343127	-inf	0.00505161
DNAJC12	-0.0767715150029951	0.31588035161725	-inf	0.0158296
PLEKHH2	0.215601815681626	0.124249464600812	2.03898	0.418608
SEMA3B	0.122042759431926	0.294354256232266	-0.561925	0.730602
MRPL17	-0.0183965151815489	0.34798438548632	-0.30445	0.862976
CXXC5	-0.659706382094803	0.012655389658808	-0.687645	0.588791
ADSSL1	0.24398118056318	0.241290058079694	1.9235	0.353177
PMCH	0.220454984508745	0.273824386702297	inf	0.526526
VAV2	0.659189678336045	0.00209366982471144	1.71997	0.355513
GLI3	0.015967781245887	0.391098260382409	0.408929	0.856978
LRRTM1	0.208478221324212	0.204781053033868	inf	0.198889
TP53BP1	-0.549388821105071	0.016359400761127	-0.845173	0.526526
ERCC3	-0.31593853422958	0.0697854798508454	-0.218517	0.908421
SLC17A7	0.142179888197206	0.303110870470436	-0.0764981	0.944773
COL25A1	0.282236077763567	0.160304879743304	inf	0.0816705
TFRC	-0.251661230260224	0.205875247530383	-0.203847	0.89713
TMEM80	-0.17369607651679	0.14017335571767	-0.545992	0.867076
OCIAD1	-0.175630020172464	0.24435508571789	0.443975	0.774418
TCEAL4	-0.359297110100498	0.0435813239490745	-0.0594246	0.964183
AK2	-0.221091300710367	0.264850187290253	0.256077	0.878403
VPS13A	-0.19558356463748	0.222196636093339	-0.507132	0.795761
LHPP	0.213387772009586	0.239319267039601	1.24544	0.794618
PRPF38B	-0.0415406909978378	0.340995049260894	0.515998	0.694536
OSBPL6	1.01952170183775	0.00667697850156904	0.866918	0.526645
BCOR	0.335486445755943	0.0698478765449037	1.85639	0.206518
PFDN5	0.00506512914082703	0.419925314885872	0.0509913	0.967187
NSUN3	-0.637109245595755	0.0232957588398488	-1.22849	0.550711
CMTM6	-0.478456241535403	0.0706890004045962	-0.971656	0.44911
KCNK12	0.0913079119528769	0.321998091160623	-inf	0.529901
MEIS3	0.205086664243042	0.242348143829762	2.24543	0.23345
GRB14	-0.296153752929483	0.0378367149835838	-2.0025	0.406775
RP2	-0.0223605356805946	0.390106261256009	-0.317506	0.876643
ARAP3	-0.0896643182121063	0.226660716403417	0.364074	0.875746
C16orf52	0.00580635506811112	0.391466541610932	0.0304171	0.973648
PICK1	-0.338103513055905	0.0302076561719589	-0.60006	0.760266
SEMA4B	0.833244228237902	0.00308349844280992	0.748415	0.603161
TYRO3	0.621015329366251	0.00193749935989076	0.0547464	0.972542
NIPAL2	-1.10589131071093	0.0115492252684845	-2.24642	0.418608
DYNC1I2	0.559146715163329	0.140231889430297	-0.121586	0.939512
FANCF	-0.201340113389762	0.231515115728741	-0.376058	0.880062
CSNK1A1	0.224202639513821	0.271463708494438	0.864263	0.501807
TBL1Y	0.0195699653495787	0.40175700481859	inf	0.418608
LONP2	-0.313037887833724	0.0540227950475309	0.632039	0.660482
LDOC1L	-0.0254077195531819	0.341574011410603	-0.407704	0.839167
CCNC	-1.16481488733408	0.0270440722622791	-1.27027	0.355513
ZBP1	0.220318663006144	0.270256246799975	-0.0764981	0.953383
CHKA	-0.284258500639863	0.0473031585482394	-0.969566	0.710223
CCDC151	0.323829420914839	0.204318483133353	-1.07625	0.748032
UBAP1	-0.168683396058959	0.14006059852605	-0.228492	0.917745
DHRS3	-0.34610647419995	0.0066371507243265	0.433697	0.801501
CPPED1	-1.28448265684249	0.00187650434443143	-3.56835	0.28431
ANKRD9	0.170282247805072	0.113446144952193	-0.239997	0.939512
PBK	1.2681190640396	0.038665933114446	1.87103	0.508192
ALDOA	-0.297046714092418	0.0101631398405868	-0.00891561	0.990415
EXOSC5	-0.710584297117614	0.00228030160940677	-1.66146	0.682345
FAM92A1	-0.192622474101994	0.107153127020291	0.125136	0.951413
GAB2	0.332604129442724	0.132285535501028	1.50847	0.576346
DIS3	-0.438357898128156	0.0768040814802826	0.0655214	0.964374
THAP3	0.229091272789587	0.100300878245306	0.563959	0.823891
VPS13D	-0.415333569263892	0.0101749077919439	-1.01061	0.439894
IQCB1	-0.135765721916475	0.167671087627719	-0.661461	0.733171
SPATS2	-0.0945794119820137	0.270911519672128	0.0852551	0.953252
MARCH9	0.300200801841726	0.0727248520977143	2.39739	0.526526
CCDC62	0.11796397572928	0.236645458459781	-0.0764981	0.943016
ATF4	-0.136180887741272	0.0480026011929608	-0.766158	0.526526
SPIN1	0.0640903405389578	0.259321141914588	-0.178981	0.912592
FUZ	0.0440636360613558	0.384422735312769	2.73048	0.199477
BMPER	-0.153547270002934	0.0758199270303803	-0.246423	0.910849
ZNF696	0.225898206964879	0.197538177114242	0.923502	0.815986
HEG1	-0.809625241357723	0.00963921290287764	0.651422	0.630181
ALS2CR11	0.153754972851574	0.113123674844992	inf	0.360728
RFXANK	0.158306207526917	0.104470888821435	0.575559	0.822168
SLC7A8	-1.63585237244363	0.00139181243304392	-0.792705	0.568392
FADS6	0.0683471846012217	0.37438536725165	1.50846	0.676191
FAF2	-0.983363491609636	0.014390779074725	-0.964853	0.524953
ADA	-0.284426231711746	0.146685926785602	-0.463536	0.879689
SPATA7	-0.216654424920299	0.0481370843084108	0.874609	0.526526
PIN4	0.180465775125261	0.339789005226161	-0.0417327	0.966007
RSBN1L	0.301510494249507	0.0294169042079587	0.967896	0.547995
PDE1A	0.0700346471199035	0.342646709040079	-inf	0.0461019
PDCD10	-0.357777259139815	0.14703928252282	-0.421634	0.795595
ACADS	-0.136225108570235	0.246621274942327	-1.49154	0.565515
MKRN2	-0.394784860407021	0.000794296395542529	-0.540445	0.921338
GRAMD1A	-0.0177879861112885	0.364340169799325	1.05475	0.466217
PSME4	-0.226973786811829	0.241214561217057	0.0399084	0.971548
TFG	-0.632708859990128	0.0628569341830436	-0.624802	0.644358
SSNA1	-0.344632507005929	0.0520537009015612	-0.550429	0.795761
EPHX2	0.314850245991367	0.19502006528786	inf	0.0246733
ANXA5	-1.40521437477161	0.0166226210971707	-1.40386	0.325297
ELOVL4	-0.474401788923617	0.136255633126502	0.923502	0.644696
ZMAT3	-2.24273163042452	0.0010763749810345	-2.43405	0.0584041
KARS	0.353105027322933	0.00316899160991102	0.577727	0.786987
ATF7IP	-0.0666985754383072	0.293437409219741	0.0678918	0.959149
CCDC8	0.198284896235032	0.282459836244963	-0.0764981	0.876643
CASKIN1	0.155052898590725	0.273078423085327	2.09342	0.780517
VIPR2	0.0660040586164349	0.322488423835973	inf	0.282
FAM131A	0.137325987756529	0.286045053828201	1.22606	0.774
DPH3P1	-0.0734997865195528	0.320633563212093	-inf	0.526526
TEF	-0.0451136315267411	0.35214177605516	-1.27813	0.526526
LIMK2	-0.132788058838452	0.207500435383627	0.075505	0.964374
MRPL44	-0.630953249394533	0.0355921360988992	-0.924495	0.710258
PRLHR	0.323794825961671	0.188900218875022	-0.661461	0.876643
ETF1	-0.368069439028878	0.13551960573513	-0.131241	0.934841
UBE4A	-0.255466948826903	0.155836060146739	0.223062	0.951051
EMX1	0.172474532624925	0.185041684756283	inf	0.189801
MX2	-0.0496474524939601	0.312229953886609	-1.0765	0.563332
C11orf30	1.44477434586827	0.00130839795540028	1.68904	0.269664
HSP90AA1	-0.154322745122967	0.247652660525005	0.612245	0.6306
ICK	0.72309924242657	0.0144917579484665	1.59335	0.609284
SHF	0.0102866154451281	0.411806188987352	-1.0765	0.777269
CCDC68	0.130162169082444	0.247259895731907	-inf	0.111379
SEL1L	0.086943460784601	0.292995560302454	0.428425	0.801153
DUOX1	0.219275844273546	0.245087619430571	inf	0.0339668
UBE2G2	-0.00230871590821824	0.417825913104533	0.25245	0.87944
ACSM5	0.0613186725077184	0.364124164075302	-0.0764981	0.941985
